humedad,hora,sonido,tipo_sensor_enc,es_noche,peso,alerta_temperatura
63.86,19,62.28,0,0,15.57,0
65.76,19,66.3,0,0,15.52,0
66.37,19,61.66,0,0,15.53,0
67.07,19,63.16,0,0,15.48,0
67.21,20,51.83,0,1,15.58,0
69.84,20,46.03,0,1,15.55,0
69.47,20,44.82,0,1,15.5,0
66.23,20,50.6,0,1,15.53,0
66.11,21,46.08,0,1,15.48,0
66.11,21,45.64,0,1,15.57,0
71.46,21,46.4,0,1,15.51,0
71.88,21,50.71,0,1,15.57,0
70.64,22,52.19,0,1,15.6,0
72.43,22,49.5,0,1,15.57,0
70.92,22,49.73,0,1,15.49,0
73.25,22,44.99,0,1,15.49,0
73.64,23,52.53,0,1,15.58,0
73.81,23,51.85,0,1,15.57,0
74.06,23,47.19,0,1,15.57,0
71.19,23,45.48,0,1,15.5,0
71.86,0,44.97,0,1,15.56,0
70.35,0,45.2,0,1,15.63,0
71.5,0,48.63,0,1,15.64,0
71.98,0,51.66,0,1,15.6,0
71.69,1,53.39,0,1,15.57,0
72.14,1,44.9,0,1,15.62,0
72.45,1,51.82,0,1,15.64,0
69.29,1,44.43,0,1,15.6,0
68.67,2,48.76,0,1,15.57,0
68.31,2,52.29,0,1,15.68,0
68.78,2,48.61,0,1,15.6,0
67.05,2,45.48,0,1,15.67,0
67.19,3,52.7,0,1,15.58,0
67.19,3,52.7,0,1,15.65,0
70.1,3,46.13,0,1,15.62,0
64.16,3,50.95,0,1,15.68,0
68.26,4,46.39,0,1,15.65,0
66.85,4,45.04,0,1,15.58,0
64.26,4,48.32,0,1,15.6,0
64.3,4,47.84,0,1,15.58,0
63.01,5,51.68,0,1,15.66,0
62.94,5,53.56,0,1,15.65,0
62.94,5,53.27,0,1,15.65,0
58.91,5,45.56,0,1,15.62,0
62.3,6,45.05,0,1,15.6,0
59.22,6,53.46,0,1,15.64,0
58.02,6,50.62,0,1,15.63,0
58.02,7,50.62,0,0,15.68,0
55.56,7,67.36,0,0,15.56,0
58.67,7,64.58,0,0,15.59,0
53.75,7,68.27,0,0,15.6,0
53.43,8,65.89,0,0,15.68,0
56.45,8,63.46,0,0,15.66,0
54.94,8,69.84,0,0,15.67,0
49.34,8,67.09,0,0,15.66,0
49.06,9,66.87,0,0,15.63,0
51.57,9,63.75,0,0,15.6,0
50.22,9,67.66,0,0,15.56,0
50.52,9,64.53,0,0,15.63,0
47.82,10,62.42,0,0,15.68,0
49.11,10,61.92,0,0,15.61,0
49.88,10,60.62,0,0,15.64,0
49.88,10,64.69,0,0,15.64,0
50.66,11,61.35,0,0,15.63,0
47.33,11,63.73,0,0,15.57,1
49.41,11,64.33,0,0,15.61,1
47.77,11,66.08,0,0,15.59,1
50.4,12,67.5,0,0,15.67,1
46.21,12,67.74,0,0,15.6,1
44.89,12,66.47,0,0,15.62,1
49.21,12,61.3,0,0,15.57,1
47.77,13,60.88,0,0,15.62,1
48.28,13,69.07,0,0,15.67,0
50.38,13,62.33,0,0,15.61,0
49.71,14,69.55,0,0,15.62,0
47.26,14,65.19,0,0,15.58,0
50.17,14,63.31,0,0,15.61,0
49.04,14,62.93,0,0,15.67,0
52.84,15,66.16,0,0,15.62,0
51.24,15,68.55,0,0,15.61,0
51.24,15,64.9,0,0,15.62,0
49.87,15,66.82,0,0,15.63,0
53.85,16,63.74,0,0,15.57,0
54.81,16,66.52,0,0,15.65,0
55.57,16,67.25,0,0,15.58,0
56.58,16,61.35,0,0,15.62,0
56.58,17,61.35,0,0,15.57,0
59.79,17,67.48,0,0,15.64,0
58.26,17,67.94,0,0,15.6,0
55.98,17,66.99,0,0,15.56,0
60.96,18,66.43,0,0,15.57,0
62.36,18,69.31,0,0,15.58,0
59.21,18,64.04,0,0,15.63,0
62.37,18,63.77,0,0,15.67,0
63.81,19,64.87,0,0,15.61,0
61.68,19,69.76,0,0,15.59,0
62.88,19,67.14,0,0,15.65,0
62.88,19,67.14,0,0,15.62,0
67.05,20,47.81,0,1,15.62,0
65.99,20,45.42,0,1,15.62,0
67.18,20,51.77,0,1,15.67,0
69.89,20,49.99,0,1,15.65,0
72.25,21,49.28,0,1,15.61,0
70.16,21,53.75,0,1,15.68,0
70.16,21,52.52,0,1,15.61,0
73.03,21,50.84,0,1,15.67,0
73.19,22,44.92,0,1,15.63,0
73.78,22,48.68,0,1,15.58,0
72.77,22,49.16,0,1,15.64,0
74.27,22,46.59,0,1,15.6,0
74.56,23,51.02,0,1,15.6,0
72.15,23,53.67,0,1,15.66,0
72.79,23,52.11,0,1,15.68,0
72.37,23,46.51,0,1,15.56,0
73.11,0,52.07,0,1,15.76,0
71.07,0,46.19,0,1,15.65,0
73.53,0,53.28,0,1,15.71,0
71.24,0,53.16,0,1,15.67,0
71.55,1,53.95,0,1,15.72,0
68.54,1,45.69,0,1,15.68,0
73.45,1,45.34,0,1,15.68,0
70.97,1,49.87,0,1,15.67,0
71.24,2,47.32,0,1,15.69,0
70.52,2,51.01,0,1,15.68,0
71.38,2,49.72,0,1,15.73,0
67.54,2,52.05,0,1,15.73,0
67.68,3,51.43,0,1,15.65,0
66.33,3,53.89,0,1,15.75,0
69.02,3,53.68,0,1,15.73,0
67.97,3,52.74,0,1,15.75,0
68.16,4,48.22,0,1,15.69,0
67.33,4,44.56,0,1,15.67,0
67.02,4,44.71,0,1,15.67,0
64.29,4,46.24,0,1,15.66,0
61.09,5,52.99,0,1,15.69,0
63.39,5,52.78,0,1,15.74,0
60.94,5,52.8,0,1,15.67,0
57.6,5,53.48,0,1,15.69,0
61.23,6,49.64,0,1,15.75,0
59.73,6,53.82,0,1,15.72,0
55.02,6,48.51,0,1,15.66,0
55.27,6,47.15,0,1,15.76,0
58.03,7,61.5,0,0,15.65,0
55.77,7,60.93,0,0,15.74,0
56.02,7,60.9,0,0,15.72,0
51.51,7,62.98,0,0,15.76,0
54.9,8,63.32,0,0,15.72,0
51.86,8,69.4,0,0,15.73,0
52.95,8,65.42,0,0,15.7,0
52.18,8,61.14,0,0,15.71,0
51.7,9,64.81,0,0,15.75,0
52.54,9,65.13,0,0,15.73,0
50.66,9,66.44,0,0,15.76,0
50.66,9,66.44,0,0,15.74,0
47.3,10,60.47,0,0,15.72,0
50.57,10,60.29,0,0,15.7,0
50.96,10,67.09,0,0,15.7,0
48.65,10,60.34,0,0,15.75,1
45.53,11,69.42,0,0,15.69,1
44.27,11,65.81,0,0,15.73,1
44.55,11,66.91,0,0,15.75,1
46.15,11,63.89,0,0,15.74,1
45.45,12,61.91,0,0,15.72,1
46.22,12,65.36,0,0,15.67,0
46.49,12,67.04,0,0,15.72,1
47.5,12,62.77,0,0,15.73,1
48.62,13,63.74,0,0,15.65,1
49.68,13,64.3,0,0,15.66,1
46.49,13,65.27,0,0,15.75,0
48.85,13,63.87,0,0,15.67,0
48.85,14,63.87,0,0,15.65,0
51.06,14,61.35,0,0,15.72,0
50.62,14,60.77,0,0,15.69,0
48.93,14,64.2,0,0,15.67,0
54.45,15,69.34,0,0,15.71,0
54.45,15,61.3,0,0,15.71,0
51.6,15,63.34,0,0,15.75,0
54.56,15,69.25,0,0,15.71,0
52.5,16,65.1,0,0,15.66,0
54.21,16,64.09,0,0,15.69,0
53.95,16,69.43,0,0,15.76,0
55.64,16,61.18,0,0,15.65,0
58.32,17,64.48,0,0,15.75,0
58.32,17,64.11,0,0,15.66,0
59.29,17,64.68,0,0,15.68,0
61.18,17,60.99,0,0,15.65,0
61.55,18,68.29,0,0,15.67,0
58.7,18,67.92,0,0,15.75,0
58.7,18,62.22,0,0,15.66,0
64.18,18,61.08,0,0,15.71,0
60.58,19,63.42,0,0,15.71,0
64.17,19,69.82,0,0,15.64,0
64.48,19,63.8,0,0,15.7,0
64.79,19,65.57,0,0,15.66,0
65.21,20,53.8,0,1,15.67,0
69.12,20,53.83,0,1,15.69,0
69.35,20,50.26,0,1,15.69,0
67.09,20,53.12,0,1,15.65,0
68.88,21,49.59,0,1,15.72,0
69.56,21,45.73,0,1,15.75,0
71.25,21,46.69,0,1,15.65,0
70.36,21,45.29,0,1,15.66,0
70.51,22,45.22,0,1,15.71,0
68.32,22,44.69,0,1,15.69,0
73.21,22,48.56,0,1,15.67,0
72.65,22,51.15,0,1,15.65,0
70.33,23,53.99,0,1,15.75,0
73.36,23,45.9,0,1,15.71,0
74.55,23,46.71,0,1,15.7,0
69.82,23,49.42,0,1,15.68,0
73.39,0,44.43,0,1,15.82,0
74.33,0,48.22,0,1,15.84,0
75.29,0,46.5,0,1,15.8,0
75.53,0,50.26,0,1,15.76,0
75.71,1,53.62,0,1,15.81,0
73.16,1,45.75,0,1,15.78,0
70.71,1,49.64,0,1,15.76,0
70.71,1,49.64,0,1,15.74,0
68.21,2,50.29,0,1,15.78,0
71.08,2,53.53,0,1,15.73,0
68.9,2,48.63,0,1,15.76,0
71.91,2,45.51,0,1,15.72,0
71.9,3,45.45,0,1,15.74,0
65.1,3,50.55,0,1,15.81,0
70.38,3,46.34,0,1,15.73,0
69.49,3,44.45,0,1,15.79,0
69.1,4,50.36,0,1,15.79,0
65.7,4,52.74,0,1,15.75,0
65.7,4,52.29,0,1,15.82,0
65.29,4,47.29,0,1,15.79,0
63.85,5,46.59,0,1,15.84,0
61.61,5,52.96,0,1,15.74,0
61.17,5,47.38,0,1,15.75,0
57.23,5,53.8,0,1,15.84,0
62.63,6,44.26,0,1,15.77,0
55.7,6,44.76,0,1,15.79,0
61.59,6,53.02,0,1,15.79,0
56.47,6,49.76,0,1,15.8,0
56.7,7,67.86,0,0,15.82,0
54.26,7,66.77,0,0,15.79,0
54.72,7,63.98,0,0,15.73,0
54.85,7,63.23,0,0,15.83,0
56.98,8,66.99,0,0,15.81,0
56.98,8,67.74,0,0,15.73,0
55.12,8,67.22,0,0,15.76,0
53.22,8,62.87,0,0,15.79,0
48.64,9,65.46,0,0,15.83,0
49.38,9,64.16,0,0,15.78,0
50.54,9,66.1,0,0,15.74,0
50.92,9,63.5,0,0,15.81,0
50.92,10,63.5,0,0,15.79,0
47.84,10,65.08,0,0,15.76,0
46.16,10,63.68,0,0,15.78,0
47.46,10,61.85,0,0,15.83,0
47.04,11,61.25,0,0,15.83,1
45.54,11,63.69,0,0,15.77,0
44.42,11,64.44,0,0,15.76,1
46.6,11,67.1,0,0,15.72,1
48.01,12,62.21,0,0,15.74,1
50.01,12,61.92,0,0,15.78,1
48.71,12,63.92,0,0,15.77,0
46.52,12,62.51,0,0,15.72,0
49.9,13,66.11,0,0,15.81,0
50.86,13,64.01,0,0,15.77,0
52.14,13,63.41,0,0,15.74,0
48.42,13,62.92,0,0,15.73,0
47.9,14,69.97,0,0,15.8,0
52.75,14,65.11,0,0,15.74,0
51.4,14,63.15,0,0,15.82,0
51.4,14,63.15,0,0,15.83,0
51.98,15,63.85,0,0,15.8,0
54.89,15,69.69,0,0,15.83,0
51.27,15,65.9,0,0,15.84,0
54.44,15,62.2,0,0,15.72,0
53.73,16,63.62,0,0,15.77,0
54.51,16,69.25,0,0,15.75,0
53.16,16,68.75,0,0,15.76,0
56.06,16,62.82,0,0,15.81,0
56.12,17,61.93,0,0,15.73,0
59.21,17,68.86,0,0,15.77,0
55.87,17,64.45,0,0,15.83,0
60.4,17,67.45,0,0,15.73,0
58.77,18,61.86,0,0,15.74,0
59.28,18,60.83,0,0,15.81,0
64.32,18,64.55,0,0,15.82,0
63.9,18,63.48,0,0,15.73,0
62.82,19,65.15,0,0,15.81,0
65.27,19,65.72,0,0,15.83,0
62.62,19,60.71,0,0,15.74,0
68.38,19,67.26,0,0,15.77,0
65.18,20,51.0,0,1,15.79,0
69.64,20,50.89,0,1,15.77,0
67.1,20,47.71,0,1,15.72,0
70.02,20,51.97,0,1,15.75,0
68.48,21,52.09,0,1,15.75,0
68.74,21,50.86,0,1,15.8,0
68.48,21,49.08,0,1,15.83,0
68.93,21,48.06,0,1,15.74,0
73.85,22,48.83,0,1,15.78,0
68.31,22,49.84,0,1,15.82,0
72.37,22,46.43,0,1,15.8,0
71.38,22,52.69,0,1,15.82,0
68.92,23,47.81,0,1,15.72,0
72.11,23,45.7,0,1,15.73,0
72.54,23,49.98,0,1,15.8,0
74.0,23,44.19,0,1,15.78,0
70.65,0,53.23,0,1,15.87,0
72.59,0,52.36,0,1,15.85,0
71.82,0,48.09,0,1,15.81,0
74.18,0,46.55,0,1,15.88,0
71.72,1,50.19,0,1,15.84,0
71.85,1,44.76,0,1,15.86,0
70.48,1,44.03,0,1,15.86,0
70.3,1,53.16,0,1,15.9,0
70.3,2,53.16,0,1,15.86,0
68.27,2,51.68,0,1,15.81,0
70.09,2,48.37,0,1,15.86,0
69.85,2,51.11,0,1,15.88,0
68.77,3,48.53,0,1,15.86,0
64.87,3,49.79,0,1,15.81,0
68.3,4,46.92,0,1,15.91,0
65.65,4,51.62,0,1,15.81,0
66.1,4,53.89,0,1,15.8,0
63.68,4,47.25,0,1,15.86,0
65.27,5,44.18,0,1,15.83,0
62.1,5,52.93,0,1,15.81,0
63.05,5,44.6,0,1,15.86,0
61.41,5,52.62,0,1,15.82,0
56.82,6,49.97,0,1,15.86,0
56.82,6,49.97,0,1,15.8,0
61.94,6,46.93,0,1,15.91,0
59.69,6,47.59,0,1,15.91,0
56.46,7,65.1,0,0,15.91,0
54.49,7,69.32,0,0,15.84,0
53.34,7,69.71,0,0,15.87,0
55.7,7,61.6,0,0,15.85,0
52.86,8,68.59,0,0,15.89,0
52.84,8,60.1,0,0,15.81,0
52.84,8,60.1,0,0,15.81,0
48.62,8,69.55,0,0,15.9,0
52.83,9,69.95,0,0,15.83,0
49.41,9,66.54,0,0,15.87,0
47.57,9,64.34,0,0,15.84,0
48.89,9,64.93,0,0,15.84,0
49.36,10,61.73,0,0,15.89,0
51.26,10,65.76,0,0,15.89,0
47.16,10,60.98,0,0,15.88,0
46.46,10,69.17,0,0,15.88,1
46.91,11,60.62,0,0,15.82,0
47.18,11,68.7,0,0,15.88,0
45.67,11,63.63,0,0,15.89,1
47.38,12,67.33,0,0,15.87,0
49.67,12,69.09,0,0,15.83,1
49.69,12,67.38,0,0,15.83,0
49.69,12,63.59,0,0,15.9,0
49.62,13,68.23,0,0,15.92,0
47.1,13,64.82,0,0,15.82,0
50.8,13,66.06,0,0,15.87,0
48.88,13,64.14,0,0,15.91,1
47.73,14,69.03,0,0,15.88,0
52.14,14,66.24,0,0,15.83,0
52.14,14,66.24,0,0,15.87,0
47.31,14,60.9,0,0,15.83,0
50.05,15,63.27,0,0,15.9,0
50.42,15,62.37,0,0,15.89,0
53.65,15,64.93,0,0,15.81,0
49.89,15,64.43,0,0,15.84,0
51.7,16,66.63,0,0,15.84,0
56.28,16,67.1,0,0,15.81,0
53.33,16,63.2,0,0,15.82,0
56.25,16,65.99,0,0,15.92,0
56.57,17,66.73,0,0,15.84,0
56.36,17,62.19,0,0,15.8,0
55.84,17,63.86,0,0,15.89,0
58.91,17,68.95,0,0,15.83,0
62.36,18,62.89,0,0,15.89,0
59.09,18,65.16,0,0,15.82,0
64.52,18,64.25,0,0,15.87,0
64.52,18,64.25,0,0,15.82,0
64.04,19,67.73,0,0,15.89,0
63.47,19,64.16,0,0,15.88,0
63.56,19,66.91,0,0,15.86,0
64.16,19,67.86,0,0,15.85,0
66.02,20,51.96,0,1,15.83,0
65.71,20,49.03,0,1,15.81,0
68.54,20,48.1,0,1,15.89,0
67.93,20,53.47,0,1,15.87,0
65.75,21,46.88,0,1,15.84,0
65.75,21,50.52,0,1,15.9,0
70.64,21,51.02,0,1,15.86,0
69.62,21,44.78,0,1,15.86,0
72.86,22,49.56,0,1,15.92,0
73.42,22,46.85,0,1,15.81,0
70.18,22,47.1,0,1,15.9,0
72.16,22,51.74,0,1,15.82,0
69.9,23,50.88,0,1,15.86,0
74.42,23,48.94,0,1,15.83,0
71.74,23,50.33,0,1,15.83,0
73.5,23,46.49,0,1,15.87,0
74.74,0,51.83,0,1,15.96,0
73.24,0,48.56,0,1,15.98,0
69.19,0,45.5,0,1,15.89,0
75.52,0,47.16,0,1,15.88,0
72.01,1,53.72,0,1,15.99,0
71.4,1,51.09,0,1,15.91,0
73.7,1,50.65,0,1,15.96,0
70.83,1,51.97,0,1,15.89,0
71.88,2,45.46,0,1,15.94,0
72.76,2,49.98,0,1,15.96,0
68.78,2,47.45,0,1,15.91,0
71.38,2,51.85,0,1,15.93,0
71.72,3,52.17,0,1,15.95,0
67.41,3,49.36,0,1,15.89,0
66.36,3,51.69,0,1,15.98,0
66.74,3,52.37,0,1,15.99,0
68.62,4,51.79,0,1,15.99,0
66.69,4,52.08,0,1,15.91,0
63.5,4,47.33,0,1,15.98,0
61.82,4,49.74,0,1,15.99,0
64.35,5,53.27,0,1,15.94,0
64.35,5,48.64,0,1,15.92,0
63.78,5,53.97,0,1,15.95,0
60.54,5,52.43,0,1,15.92,0
63.04,6,46.27,0,1,15.96,0
60.34,6,48.21,0,1,15.91,0
59.38,6,53.12,0,1,15.94,0
59.81,6,52.55,0,1,15.94,0
54.96,7,60.4,0,0,15.96,0
54.9,7,65.38,0,0,15.91,0
54.68,7,69.49,0,0,15.91,0
57.51,7,61.29,0,0,15.96,0
53.64,8,68.99,0,0,15.93,0
51.96,8,65.96,0,0,15.97,0
54.14,8,63.58,0,0,15.97,0
53.66,8,65.51,0,0,15.88,0
48.85,9,60.63,0,0,15.93,0
50.0,9,69.47,0,0,15.89,0
50.11,9,66.02,0,0,15.91,0
48.54,9,64.23,0,0,15.98,0
46.95,10,69.9,0,0,15.92,1
46.95,10,69.9,0,0,15.94,1
49.29,10,64.39,0,0,15.97,0
49.29,10,64.39,0,0,15.98,0
46.88,11,63.61,0,0,15.92,1
50.77,11,69.2,0,0,15.95,0
45.81,11,68.62,0,0,15.91,0
45.94,11,68.39,0,0,15.93,1
46.2,12,67.09,0,0,15.99,1
49.97,12,67.06,0,0,15.95,1
49.66,12,65.01,0,0,15.95,0
50.19,12,68.91,0,0,15.99,0
49.88,13,65.48,0,0,15.95,0
48.27,13,60.69,0,0,15.89,0
46.95,13,68.45,0,0,15.94,1
47.61,13,61.66,0,0,15.98,0
49.05,14,66.71,0,0,15.91,0
47.22,14,65.09,0,0,15.9,0
51.55,14,66.76,0,0,15.96,0
48.65,14,63.86,0,0,15.95,0
49.4,15,60.63,0,0,15.92,0
51.81,15,64.83,0,0,15.99,0
50.98,15,60.52,0,0,15.9,0
52.79,15,62.01,0,0,15.95,0
50.89,16,64.84,0,0,15.98,0
54.39,16,67.85,0,0,15.97,0
51.97,16,65.96,0,0,15.89,0
54.38,16,66.03,0,0,15.88,0
54.38,17,64.86,0,0,15.89,0
57.89,17,62.06,0,0,15.9,0
60.31,17,66.52,0,0,16.0,0
58.74,17,69.69,0,0,15.99,0
62.2,18,67.66,0,0,15.9,0
64.53,18,69.37,0,0,16.0,0
63.03,18,62.06,0,0,15.93,0
60.07,18,60.18,0,0,15.92,0
60.92,19,60.23,0,0,16.0,0
64.94,19,69.06,0,0,15.88,0
64.79,19,65.62,0,0,15.89,0
64.55,19,61.01,0,0,15.96,0
65.31,20,51.94,0,1,15.94,0
67.93,20,47.62,0,1,15.92,0
67.93,20,47.62,0,1,15.88,0
69.65,20,48.97,0,1,15.96,0
66.84,21,46.24,0,1,15.92,0
67.84,21,52.6,0,1,15.92,0
71.94,21,50.82,0,1,15.94,0
71.16,21,53.66,0,1,15.94,0
71.16,22,50.89,0,1,16.0,0
68.55,22,52.3,0,1,15.9,0
72.27,22,50.32,0,1,15.99,0
72.24,22,48.37,0,1,16.0,0
74.33,23,50.94,0,1,15.95,0
76.11,23,53.49,0,1,15.99,0
72.75,23,50.01,0,1,15.98,0
75.48,23,52.68,0,1,15.92,0
72.58,0,45.19,0,1,15.97,0
69.65,0,44.1,0,1,16.0,0
73.11,0,46.08,0,1,16.0,0
69.9,0,46.49,0,1,16.02,0
71.93,1,47.1,0,1,15.99,0
71.93,1,47.1,0,1,16.02,0
72.6,1,46.87,0,1,16.03,0
71.89,1,48.05,0,1,15.97,0
71.89,2,49.44,0,1,16.02,0
70.69,2,52.3,0,1,16.0,0
72.95,2,53.83,0,1,16.06,0
68.97,2,53.81,0,1,16.04,0
67.2,3,53.06,0,1,16.01,0
68.54,3,49.31,0,1,16.01,0
66.54,3,49.16,0,1,16.01,0
64.59,3,52.05,0,1,16.01,0
64.76,4,46.09,0,1,16.07,0
64.76,4,46.09,0,1,15.99,0
63.79,4,48.49,0,1,16.02,0
63.96,4,46.6,0,1,15.96,0
62.93,5,53.57,0,1,16.05,0
60.36,5,48.03,0,1,15.98,0
61.04,5,51.43,0,1,16.0,0
62.42,5,52.43,0,1,16.07,0
58.53,6,51.52,0,1,16.02,0
62.34,6,50.38,0,1,16.06,0
57.63,6,45.16,0,1,16.03,0
55.7,6,51.12,0,1,16.01,0
53.64,7,67.55,0,0,15.98,0
57.26,7,62.19,0,0,16.05,0
58.12,7,63.15,0,0,16.03,0
56.02,7,66.86,0,0,16.0,0
55.82,8,62.82,0,0,15.96,0
56.21,8,64.78,0,0,16.04,0
56.21,8,63.66,0,0,15.96,0
51.28,8,64.68,0,0,16.0,0
51.28,9,64.68,0,0,16.06,0
53.66,9,65.89,0,0,15.99,0
49.21,9,67.6,0,0,16.0,0
52.55,10,69.97,0,0,16.0,0
49.23,10,65.33,0,0,15.99,1
49.85,10,69.69,0,0,15.96,0
48.73,10,68.82,0,0,16.02,0
48.44,11,69.59,0,0,16.01,0
50.97,11,68.72,0,0,16.07,0
47.6,11,65.96,0,0,15.97,1
50.34,11,69.4,0,0,16.0,0
48.82,12,65.01,0,0,16.05,0
51.1,12,68.84,0,0,15.98,0
47.65,12,69.18,0,0,15.98,1
50.18,12,62.22,0,0,15.97,0
45.36,13,67.11,0,0,16.03,1
48.47,13,64.34,0,0,16.04,1
50.46,13,60.17,0,0,16.05,0
49.56,13,65.58,0,0,16.05,0
49.04,14,63.22,0,0,15.99,0
48.17,14,60.48,0,0,15.96,0
50.29,14,67.17,0,0,16.04,0
51.2,14,60.75,0,0,15.98,0
51.69,15,66.66,0,0,16.06,0
55.06,15,62.14,0,0,15.98,0
53.65,15,66.29,0,0,16.06,0
52.87,15,63.17,0,0,16.07,0
56.23,16,66.27,0,0,16.02,0
55.03,16,69.1,0,0,15.99,0
54.58,16,62.86,0,0,16.07,0
57.3,17,67.69,0,0,15.98,0
60.62,17,66.69,0,0,16.03,0
55.7,17,60.33,0,0,16.05,0
62.04,17,64.54,0,0,16.0,0
59.35,18,60.74,0,0,16.05,0
63.16,18,60.43,0,0,15.97,0
60.98,18,60.72,0,0,16.06,0
63.92,18,61.24,0,0,16.04,0
65.03,19,62.23,0,0,16.02,0
62.85,19,62.58,0,0,16.03,0
67.32,19,60.15,0,0,15.99,0
66.74,19,67.63,0,0,15.98,0
66.34,20,54.0,0,1,16.08,0
65.92,20,53.57,0,1,16.05,0
65.92,20,48.66,0,1,16.03,0
70.69,20,52.46,0,1,16.03,0
69.18,21,47.8,0,1,15.99,0
70.16,21,47.16,0,1,16.0,0
70.06,21,44.73,0,1,15.97,0
70.83,21,44.61,0,1,16.04,0
71.42,22,53.25,0,1,16.0,0
71.42,22,48.66,0,1,16.06,0
69.85,22,48.7,0,1,15.98,0
74.99,22,48.78,0,1,15.97,0
69.66,23,49.84,0,1,16.01,0
74.47,23,45.62,0,1,16.02,0
69.12,23,44.74,0,1,16.04,0
73.43,23,46.82,0,1,16.06,0
71.76,0,51.97,0,1,16.1,0
71.01,0,46.12,0,1,16.14,0
69.0,0,50.48,0,1,16.09,0
75.88,0,45.64,0,1,16.11,0
69.5,1,49.75,0,1,16.06,0
71.1,1,53.74,0,1,16.13,0
73.43,1,50.81,0,1,16.12,0
71.75,1,53.97,0,1,16.12,0
70.3,2,45.36,0,1,16.13,0
71.01,2,52.66,0,1,16.07,0
69.32,2,45.71,0,1,16.05,0
66.81,2,48.12,0,1,16.12,0
71.84,3,46.9,0,1,16.05,0
69.57,3,47.01,0,1,16.04,0
67.75,3,49.62,0,1,16.1,0
69.98,3,51.23,0,1,16.13,0
68.4,4,49.84,0,1,16.14,0
67.99,4,45.73,0,1,16.13,0
65.75,4,52.1,0,1,16.12,0
66.32,4,53.06,0,1,16.16,0
65.33,5,50.78,0,1,16.14,0
61.15,5,45.1,0,1,16.06,0
60.03,5,51.99,0,1,16.13,0
62.86,5,47.05,0,1,16.04,0
58.72,6,47.52,0,1,16.04,0
58.72,6,47.52,0,1,16.06,0
55.29,6,49.38,0,1,16.06,0
55.29,6,49.38,0,1,16.07,0
57.43,7,68.77,0,0,16.15,0
53.55,7,69.73,0,0,16.13,0
53.85,7,65.9,0,0,16.12,0
56.27,7,62.08,0,0,16.11,0
55.65,8,68.46,0,0,16.11,0
53.27,8,60.95,0,0,16.09,0
50.31,8,61.9,0,0,16.08,0
51.72,8,64.34,0,0,16.09,0
51.72,9,64.34,0,0,16.14,0
48.01,9,69.48,0,0,16.05,0
51.96,9,66.11,0,0,16.16,0
47.69,9,67.6,0,0,16.06,0
49.45,10,69.65,0,0,16.08,0
51.19,10,65.12,0,0,16.15,0
47.53,10,66.62,0,0,16.07,0
48.79,10,60.54,0,0,16.04,1
49.62,11,65.86,0,0,16.11,0
49.13,11,68.38,0,0,16.16,1
49.54,11,62.12,0,0,16.15,0
49.87,11,60.63,0,0,16.09,0
46.63,12,62.9,0,0,16.08,1
48.38,12,66.74,0,0,16.13,0
48.38,12,60.78,0,0,16.05,1
46.04,12,66.46,0,0,16.13,1
50.28,13,65.65,0,0,16.05,0
50.35,13,65.2,0,0,16.04,0
45.61,13,68.38,0,0,16.14,1
50.6,13,68.48,0,0,16.04,0
50.6,14,68.48,0,0,16.05,0
50.18,14,69.34,0,0,16.13,0
48.22,14,67.36,0,0,16.13,0
48.77,14,61.22,0,0,16.16,0
49.01,15,66.07,0,0,16.1,0
50.13,15,65.58,0,0,16.07,0
53.27,15,63.59,0,0,16.1,0
54.13,15,63.11,0,0,16.14,0
51.86,16,65.18,0,0,16.12,0
57.26,16,68.7,0,0,16.05,0
55.46,16,68.32,0,0,16.05,0
55.71,16,66.63,0,0,16.12,0
57.15,17,65.75,0,0,16.13,0
54.18,17,67.29,0,0,16.08,0
57.8,17,69.65,0,0,16.12,0
58.49,17,60.21,0,0,16.07,0
58.49,18,60.21,0,0,16.05,0
60.4,18,67.41,0,0,16.05,0
62.79,18,69.52,0,0,16.13,0
60.96,18,61.8,0,0,16.15,0
62.19,19,60.02,0,0,16.14,0
66.9,19,66.66,0,0,16.12,0
67.97,19,63.72,0,0,16.06,0
64.35,19,61.23,0,0,16.06,0
70.28,20,45.1,0,1,16.06,0
70.28,20,45.1,0,1,16.14,0
66.51,20,53.19,0,1,16.06,0
67.72,20,48.64,0,1,16.04,0
68.45,21,45.2,0,1,16.14,0
69.76,21,49.44,0,1,16.14,0
69.35,21,46.57,0,1,16.11,0
69.46,21,52.52,0,1,16.08,0
69.46,22,52.52,0,1,16.09,0
71.74,22,48.74,0,1,16.07,0
70.42,22,44.53,0,1,16.12,0
71.7,22,49.73,0,1,16.09,0
71.79,23,49.63,0,1,16.06,0
74.64,23,49.84,0,1,16.12,0
70.21,23,49.54,0,1,16.11,0
73.42,23,53.76,0,1,16.16,0
73.36,0,44.75,0,1,16.21,0
71.78,0,47.13,0,1,16.22,0
74.23,0,52.61,0,1,16.13,0
72.4,0,44.16,0,1,16.13,0
72.05,1,49.71,0,1,16.22,0
74.72,1,49.23,0,1,16.22,0
74.72,1,45.05,0,1,16.21,0
70.33,1,52.8,0,1,16.14,0
70.28,2,48.97,0,1,16.15,0
71.07,2,53.48,0,1,16.12,0
72.29,2,46.19,0,1,16.2,0
72.29,2,53.69,0,1,16.12,0
69.35,3,51.67,0,1,16.14,0
